name,author_name,author_movement,genre
Shadow (Marcia Brown book),Blaise Cendrars,Modernism,Picture book
Shadow (Marcia Brown book),Blaise Cendrars,Futurism,Picture book
Bi Any Other Name,Lani Ka'ahumanu,Feminism,Anthology
Bi Any Other Name,Lani Ka'ahumanu,LGBT conservatism,Anthology
The Wind (novel),Dorothy Scarborough,Folklore of the United States,Texas literature
Wither (DeStefano novel),Lauren DeStefano,Young-adult fiction,Dystopia
Chemmeen (novel),Thakazhi Sivasankara Pillai,Realism (arts),Romance novel
The Most Beautiful Woman in Town,Charles Bukowski,Dirty realism,Short story collection
The Most Beautiful Woman in Town,Charles Bukowski,Transgressive fiction,Short story collection
The Wind (novel),Dorothy Scarborough,Folklore of the United States,Western (genre)
Chemmeen (novel),Thakazhi Sivasankara Pillai,Realism (arts),Drama
Pulp (novel),Charles Bukowski,Transgressive fiction,Detective fiction
Pulp (novel),Charles Bukowski,Dirty realism,Detective fiction
More Notes of Dirty Old Man,Charles Bukowski,Transgressive fiction,Essay
More Notes of Dirty Old Man,Charles Bukowski,Dirty realism,Essay
More Notes of a Dirty Old Man,Charles Bukowski,Transgressive fiction,Essay
More Notes of a Dirty Old Man,Charles Bukowski,Dirty realism,Essay
We Are Incredible,Margery Latimer,List of feminist literature,Feminism
We Are Incredible,Margery Latimer,List of feminist literature,Modernism
Pulp (novel),Charles Bukowski,Transgressive fiction,Pulp magazine
Pulp (novel),Charles Bukowski,Dirty realism,Pulp magazine
"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness",Charles Bukowski,Transgressive fiction,Short story
"Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness",Charles Bukowski,Dirty realism,Short story
Dog Years (novel),G�nter Grass,Vergangenheitsbew�ltigung,Novel
The Call of the Toad,G�nter Grass,Vergangenheitsbew�ltigung,Novel
Cat and Mouse (novella),G�nter Grass,Vergangenheitsbew�ltigung,Novel
The Spinal Cord Perception,Josh Dies,Postmodern literature,Novel
Crabwalk,G�nter Grass,Vergangenheitsbew�ltigung,Novel
Ham on Rye,Charles Bukowski,Dirty realism,Autobiographical novel
Hollywood (Bukowski novel),Charles Bukowski,Transgressive fiction,Autobiographical novel
Factotum (novel),Charles Bukowski,Transgressive fiction,Autobiographical novel
Factotum (novel),Charles Bukowski,Dirty realism,Autobiographical novel
Women (novel),Charles Bukowski,Transgressive fiction,Autobiographical novel
Post Office (novel),Charles Bukowski,Dirty realism,Autobiographical novel
Ham on Rye,Charles Bukowski,Transgressive fiction,Autobiographical novel
Women (novel),Charles Bukowski,Dirty realism,Autobiographical novel
Post Office (novel),Charles Bukowski,Transgressive fiction,Autobiographical novel
Hollywood (Bukowski novel),Charles Bukowski,Dirty realism,Autobiographical novel
In the Miso Soup,Ry? Murakami,Postmodernism,Philosophical fiction
Piercing (novel),Ry? Murakami,Postmodernism,Psychological thriller
Almost Transparent Blue,Ry? Murakami,Postmodernism,Postmodern literature
Coin Locker Babies,Ry? Murakami,Postmodernism,Postmodern literature
The Bride of Abydos,Lord Byron,Romanticism,Romantic poetry
The Giaour,Lord Byron,Romanticism,Romantic poetry
69 (novel),Ry? Murakami,Postmodernism,Roman � clef
Mazeppa (Byron),Lord Byron,Romanticism,Narrative poetry
The Giaour,Lord Byron,Romanticism,Epic poetry
The Bride of Abydos,Lord Byron,Romanticism,Epic poetry
Mazeppa (Byron),Lord Byron,Romanticism,Romanticism
The Vision of Judgment,Lord Byron,Romanticism,Satire
69 (novel),Ry? Murakami,Postmodernism,Novel
Parineeta,Sarat Chandra Chattopadhyay,Bengali renaissance,Novella
Devdas,Sarat Chandra Chattopadhyay,Bengali renaissance,Novella
Tutunamayanlar,O?uz Atay,Literary modernism,Stream of consciousness (narrative mode)
Tutunamayanlar,O?uz Atay,Postmodernism,Stream of consciousness (narrative mode)
Host and Guest,Vazha-Pshavela,Modernism,Epic poetry
The Way to Rainy Mountain,N. Scott Momaday,Native American Renaissance,Folklore
To Live,Yu Hua (author),Avant-garde,Novel
Flight from the USSR,David Turashvili,Postmodernism,Young-adult fiction
Breakfast with Buddha,Roland Merullo,Literature,Philosophical fiction
Breakfast with Buddha,Roland Merullo,Spirituality,Philosophical fiction
Deo Langkhui,Rita Chowdhury,Assam Movement,Novel
Antonio and David,Jemal Karchkhadze,Magic realism,Philosophical fiction
Antonio and David,Jemal Karchkhadze,Modernism,Philosophical fiction
Igi,Jemal Karchkhadze,Modernism,Short story
Igi,Jemal Karchkhadze,Magic realism,Short story
The Fatwa Girl,Akbar Agha,Postcolonial literature,Novel
